community,unit_price,hourseSize,fitment,总价
金达花园,54454.0,67.58,简装,368.0
金鼎花园,60034.0,59.3,精装,356.0
颐合花园,45742.0,91.82,精装,420.0
碧海富通城三期,78277.0,38.07,精装,298.0
鸿隆广场,89212.0,48.2,简装,430.0
中洲中央公寓,79890.0,72.6,精装,580.0
西城上筑花园,95656.0,50.18,精装,480.0
华联城市全景壹号,61357.0,48.08,精装,295.0
理想居,59777.0,77.79,精装,465.01
华盛盛荟,74994.0,77.34,精装,580.0
都市翠海华苑,116106.0,60.29,精装,700.0
桃源居十四区,60345.0,58.0,精装,350.0
鸿隆广场,74580.0,47.6,精装,355.0
财富港大厦,66452.0,62.0,精装,412.0
深业沙河U中心,30263.0,59.48,精装,180.0
宝田雅苑,77176.0,51.83,精装,400.0
大益广场,58273.0,68.3,精装,398.0
富通V都会,35205.0,53.97,精装,190.0
富通V都会,55127.0,81.63,精装,450.0
海滨花园,57316.0,66.3,简装,380.01
新安湖花园,67568.0,74.0,简装,500.0
鸿昌花园,55783.0,80.67,简装,450.0
文福大厦,39441.0,78.6,简装,310.01
泰华锦绣城,53572.0,81.2,精装,435.0
广信花园,51926.0,76.07,简装,395.0
财富港大厦,63668.0,61.57,精装,392.0
73区,41047.0,72.6,其他,298.0
里仁府,62883.0,88.26,精装,555.01
白金假日公寓,96953.0,39.71,精装,385.0
金港华庭,58162.0,36.45,简装,212.0
金成时代家园,85669.0,81.71,精装,700.0
广兴源圣拿威,98673.0,55.74,精装,550.0
安华35区商住楼,54024.0,88.85,简装,480.0
泰华俊庭,71259.0,63.15,简装,450.0
广兴源圣拿威,91497.0,55.74,精装,510.0
华盛西荟城4期,63007.0,66.66,精装,420.0
西城品阁,67452.0,37.36,精装,252.0
宝安山庄,38250.0,79.74,简装,305.01
领航城领尚花园,66442.0,82.78,精装,550.01
碧海富通城三期,72500.0,40.0,简装,290.0
财富港大厦,67244.0,62.46,精装,420.01
中信领航,75403.0,49.07,简装,370.0
中海西岸华府北区,42554.0,84.13,精装,358.01
宝田雅苑,67188.0,32.0,精装,215.0
风临洲,99373.0,76.48,精装,760.0
绿海名居,70315.0,78.22,精装,550.0
流塘阳光花园,46347.0,46.39,精装,215.0
里仁府,61822.0,86.54,精装,535.01
白金假日公寓,72705.0,39.2,精装,285.0
卡罗社区,85715.0,35.0,简装,300.0
兴业华庭,57840.0,77.11,精装,446.0
泰华君逸世家,92176.0,46.65,精装,430.0
流塘阳光花园,50646.0,50.35,精装,255.0
兴达华府,58192.0,69.77,精装,406.01
泰华阳光海小区,88254.0,80.45,精装,710.0
嘉华花园东区,58514.0,68.36,简装,400.0
大益广场,58033.0,65.48,精装,380.0
绿海名居,71346.0,77.09,简装,550.01
前海铂寓,50735.0,57.16,其他,290.0
前海铂寓,50735.0,57.16,其他,290.0
财富港大厦,64517.0,62.0,精装,400.01
兴达华府,64885.0,51.63,精装,335.0
花样年花乡,104655.0,38.03,精装,398.0
福中福花园二期,66677.0,65.24,精装,435.0
兴达华府,60295.0,68.0,其他,410.01
鸿昌花园,59340.0,80.89,精装,480.0
富通蟠龙居,34000.0,120.0,简装,408.0
中信领航,69003.0,37.68,精装,260.0
桃源居十六区,63069.0,68.18,精装,430.0
招商果岭花园,78432.0,61.2,精装,480.0
富铭花园,58602.0,71.67,简装,420.0
西岸观邸,150000.0,50.0,精装,750.0
广兴源圣拿威,104325.0,33.07,简装,345.0
海雅缤纷城,103592.0,72.4,精装,750.01
品尚居,84524.0,42.0,精装,355.0
海雅缤纷城,112544.0,48.87,精装,550.0
西城品阁,70300.0,36.7,精装,258.0
西城品阁,64286.0,42.0,精装,270.0
白金时代,89192.0,32.29,精装,288.0
碧海名园,59650.0,80.47,精装,480.0
雅涛花园,59759.0,68.61,简装,410.01
冠城世家,70551.0,148.83,精装,1050.01
新城花园,55000.0,70.0,简装,385.0
白金酒店公寓,78817.0,36.16,其他,285.0
兴达华府,61636.0,63.6,精装,392.0
兴达华府,60241.0,68.06,精装,410.0
金汇名园,56082.0,85.59,精装,480.01
财富港大厦,91602.0,42.03,精装,385.0
泰华锦绣城,53572.0,81.2,精装,435.0
花样年花乡,94179.0,58.4,精装,550.01
润恒尚园,77115.0,76.25,精装,588.0
润恒尚园,73350.0,81.8,精装,600.0
凤凰花苑,46506.0,79.56,精装,370.0
中粮幸福花园,84711.0,48.4,精装,410.0
桃源居五区,56105.0,74.86,精装,420.0
福城·前海新纪元,66138.0,37.8,其他,250.0
兴达华府,64885.0,51.63,精装,335.0
新鹏苑,81912.0,73.25,简装,600.01
花样年花乡,110474.0,27.88,精装,308.0
白金酒店公寓,77707.0,37.32,精装,290.0
财富港大厦,94945.0,42.13,其他,400.0
富铭花园,66974.0,71.67,精装,480.0
富怡花园,51598.0,81.4,精装,420.01
集信名城,56240.0,47.12,其他,265.0
中南花园,81619.0,84.54,毛坯,690.01
富通蟠龙居,65574.0,73.2,简装,480.0
领翔华府,67932.0,74.34,精装,505.01
鸿隆广场,78839.0,48.2,精装,380.0
鸿昌花园,53917.0,80.68,精装,435.0
中粮幸福花园,70819.0,48.01,精装,340.0
达海花园,78948.0,76.0,精装,600.0
海语西湾,86280.0,69.31,其他,598.01
白金假日公寓,73171.0,38.95,简装,285.0
兴华花园,46165.0,70.4,精装,325.0
金泓凯旋城一期,120086.0,79.11,其他,950.0
花样年花郡,104337.0,29.52,其他,308.0
桃源居三区,64415.0,57.13,精装,368.0
花样年花郡,105433.0,40.31,精装,425.0
富通蟠龙居,64283.0,67.67,精装,435.0
绿海名苑,64339.0,59.84,其他,385.0
中信湾上六座,80579.0,84.39,其他,680.01
财富港大厦,64072.0,62.43,其他,400.0
黄金大厦,82998.0,42.17,其他,350.0
中信领航,73598.0,65.22,其他,480.01
兴达华府,67499.0,39.26,其他,265.0
碧海富通城三期,85036.0,65.62,精装,558.01
白金酒店公寓,73438.0,33.77,精装,248.0
桃源居十二区,47381.0,84.0,其他,398.0
中信领航,70419.0,79.24,精装,558.0
翠景居,48696.0,34.5,其他,168.0
西城品阁,69612.0,37.35,精装,260.0
福城·前海新纪元,64619.0,34.82,其他,225.0
流塘阳光花园,45046.0,46.62,其他,210.0
富通蟠龙居,65610.0,73.16,简装,480.0
玉湖湾,87690.0,89.52,精装,785.0
宝安山庄,50144.0,73.39,其他,368.01
合正汇一城,65094.0,61.45,其他,400.0
合正汇一城,47674.0,52.44,其他,250.0
合正汇一城,47674.0,52.44,其他,250.0
合正汇一城,47674.0,52.44,其他,250.0
合正汇一城,57209.0,52.44,其他,300.0
金域豪庭,64547.0,63.52,其他,410.0
鸿隆广场,76494.0,48.37,其他,370.0
富怡花园,56894.0,63.1,其他,359.0
桃源居十三区,48325.0,126.23,精装,610.01
中熙香莎公馆,55320.0,94.0,毛坯,520.01
前海银鸿,83886.0,45.3,其他,380.0
拾悦城,52874.0,87.0,毛坯,460.0
华侨城四海云亭,46881.0,89.59,精装,420.01
宏发前城,96989.0,88.67,毛坯,860.0
华侨城四海云亭,45047.0,129.2,毛坯,582.01
华侨城四海云亭,48059.0,129.01,毛坯,620.01
宏发前城,84616.0,117.0,毛坯,990.01
泰安花园,52231.0,91.9,简装,480.0
宏发前城,94082.0,77.38,毛坯,728.01
松河瑞园二期,40678.0,76.21,其他,310.01
宏发前城,100322.0,74.76,毛坯,750.01
宝安新村,51812.0,130.28,精装,675.01
星航华府,55496.0,129.74,精装,720.01
桃源居六区,139861.0,85.8,其他,1200.01
桃源居三区,61221.0,47.37,简装,290.0
怀德公元,57000.0,87.72,精装,500.0
中信领航,72094.0,76.29,精装,550.01
桃源居六区,69434.0,62.65,精装,435.0
嘉华花园东区,44184.0,89.4,简装,395.0
幸福海岸二期,105159.0,180.68,精装,1900.01
桃源居十四区,60787.0,74.03,简装,450.01
槟城西岸,75571.0,145.56,精装,1100.01
幸福海岸二期,92029.0,157.56,精装,1450.01
山语华庭,54879.0,164.0,精装,900.02
万科金色领域,48571.0,144.12,精装,700.01
泰华锦绣城,50422.0,118.6,精装,598.0
安源居,48077.0,78.0,其他,375.0
宝民花园,60976.0,98.4,简装,600.0
流塘阳光花园,79469.0,69.21,精装,550.0
熙龙湾一期,120959.0,181.88,精装,2200.0
75区商住楼,44792.0,96.0,精装,430.0
冠城世家,66217.0,148.0,精装,980.01
TATA公寓,62995.0,55.56,简装,350.0
润恒尚园,76660.0,110.88,精装,850.01
幸福珺湾,85992.0,63.96,精装,550.0
时代景苑,40154.0,219.16,精装,880.02
鸿荣源·壹方中心|玖誉,150679.0,298.65,毛坯,4500.03
鸿荣源·壹方中心|玖誉,128566.0,373.35,毛坯,4800.01
桃源居四区,69076.0,94.1,精装,650.01
宏发君域,48952.0,143.0,精装,700.01
弘雅花园雅兰亭四期,65675.0,98.82,精装,649.0
宝创红禧公馆,69827.0,71.32,其他,498.01
碧桂园领寓,51471.0,68.0,精装,350.0
桃源居十七区,43965.0,159.22,精装,700.01
怡合花园,64767.0,77.2,简装,500.0
深业新岸线一期,105179.0,161.63,精装,1700.01
豪城馨庭居,46064.0,121.57,简装,560.0
桃源居十三区,45632.0,135.87,精装,620.0
泰华花园,48479.0,88.7,简装,430.01
泰华明珠,60221.0,88.01,精装,530.01
第五大道高发西岸花园三期,143254.0,321.11,毛坯,4600.03
中熙香缇湾,74470.0,161.14,精装,1200.01
中海九号公馆二期,84194.0,184.1,精装,1550.01
中海九号公馆二期,73599.0,169.84,精装,1250.01
碧海富通城五期,62525.0,175.93,精装,1100.0
中粮澜山,72147.0,207.91,精装,1500.01
中信湾上六座,78945.0,88.67,精装,700.01
星航华府,52402.0,171.75,简装,900.0
阳光新居,40448.0,110.02,精装,445.01
广兴源圣拿威,85339.0,292.95,毛坯,2500.01
福永花苑,40438.0,84.08,简装,340.0
流塘阳光花园,54284.0,76.45,精装,415.0
万象新天,60029.0,127.94,简装,768.01
天源花园,50115.0,87.6,简装,439.01
桃源居十五区,62842.0,254.61,精装,1600.02
桃源居六区,53926.0,135.0,精装,728.0
星航华府,63878.0,88.92,精装,568.0
华联城市全景壹号,89259.0,162.45,精装,1450.01
万科金色领域,50346.0,117.19,精装,590.0
第五大道高发西岸花园三期,133204.0,298.79,毛坯,3980.0
中信领航,60672.0,148.34,精装,900.01
集信名城,39651.0,148.8,其他,590.01
深业新岸线一期,117519.0,127.64,精装,1500.01
鸣乐中心,45758.0,104.9,精装,480.0
西城品阁,80349.0,43.56,精装,350.0
恒丰工业城,27983.0,44.67,其他,125.0
畔山御景花园,51114.0,88.04,精装,450.01
新宝苑,80242.0,79.51,简装,638.0
俊景园,47908.0,110.63,简装,530.01
泰华阳光海小区,69861.0,143.0,精装,999.01
润恒尚园,77341.0,151.28,精装,1170.01
中海西岸华府北区,38241.0,156.9,精装,600.0
中海西岸华府北区,48875.0,77.75,精装,380.0
深业新岸线二期,91940.0,228.41,精装,2100.0
天健时尚空间,157143.0,35.0,精装,550.0
翠景居,58461.0,61.58,精装,360.0
旭仕达名苑,58465.0,78.68,精装,460.0
华海澜湾,55092.0,161.55,毛坯,890.01
流塘阳光花园,51634.0,76.5,其他,395.0
桃源居六区,52149.0,143.82,精装,750.01
招商华侨城曦城一二期,89194.0,264.37,精装,2358.02
鸿景园,67867.0,203.34,简装,1380.01
桃源居十七区,74790.0,106.7,精装,798.01
汉宝大厦,55964.0,54.5,简装,305.0
富通好旺角一期,90060.0,233.18,精装,2100.02
时代景苑,42736.0,93.6,精装,400.01
桃源居一区,38532.0,93.43,其他,360.0
新世界名镌,73187.0,259.61,精装,1900.01
第五大道高发西岸花园三期,139119.0,265.96,其他,3700.01
海雅缤纷城,101082.0,71.23,精装,720.01
景山花园,44396.0,90.1,精装,400.01
中信领航,72371.0,85.67,精装,620.0
豪业华庭,56916.0,146.71,简装,835.01
菁英趣庭,88148.0,73.74,简装,650.0
万福人家,39385.0,144.22,精装,568.01
中粮锦云,64991.0,176.95,精装,1150.02
汉宝大厦,55712.0,49.9,精装,278.0
中南花园,61648.0,183.3,简装,1130.01
碧涛苑,56311.0,103.0,简装,580.0
泰华阳光海小区,83653.0,143.45,简装,1200.0
畔山御景花园,44650.0,54.2,简装,242.0
新锦安雅园三期,70006.0,198.27,精装,1388.01
中南花园,74481.0,107.41,精装,800.0
新锦安雅园三期,79800.0,147.87,精装,1180.0
桃源居十三区,51656.0,118.09,精装,610.01
73区,45570.0,79.0,简装,360.0
73区,44452.0,93.36,精装,415.0
深业新岸线三期,106426.0,150.34,精装,1600.01
兴华花园,48707.0,86.23,精装,420.0
中海西岸华府北区,48996.0,81.64,精装,400.0
鸿荣源·壹方中心|玖誉,169211.0,169.02,精装,2860.0
白金酒店公寓,113934.0,38.18,精装,435.0
新玥庭,63384.0,102.55,简装,650.0
立新湖花园,39946.0,95.13,精装,380.01
富瑰园,55420.0,77.59,简装,430.0
欣荣苑,45301.0,114.79,简装,520.01
泰华锦绣城,49278.0,117.7,简装,580.0
金石雅苑,50114.0,83.81,精装,420.01
福中福花园一期,55591.0,79.15,精装,440.0
中粮澜山,73153.0,246.06,精装,1800.0
财富港大厦,76220.0,91.84,精装,700.0
桃源居三区,48355.0,105.47,简装,510.0
香缤广场,67893.0,70.7,精装,480.0
碧海富通城一期,58468.0,140.25,其他,820.01
康达尔山海上城二期,66611.0,82.87,精装,552.01
福华大厦,31338.0,114.88,简装,360.01
前海铂寓,45173.0,56.45,精装,255.0
桃源居十二区,49131.0,215.75,精装,1060.0
君成雍和园,71891.0,139.1,精装,1000.0
恒丰工业城,33989.0,41.19,精装,140.0
海语西湾,88277.0,113.28,精装,1000.0
鸿荣源·壹方中心|玖誉,149125.0,173.01,简装,2580.01
槟城西岸,93878.0,147.0,精装,1380.01
福中福花园一期,66335.0,60.3,其他,400.0
广兴源圣拿威,95085.0,55.74,简装,530.0
金泓凯旋城二期,113913.0,263.36,简装,3000.01
御龙居,52172.0,124.59,精装,650.01
畔山御景花园,30826.0,175.18,毛坯,540.01
桃源居十四区,47182.0,147.94,简装,698.01
宝安山庄,33612.0,104.13,简装,350.0
泰华锦绣城,54717.0,79.5,精装,435.0
桃源居十二区,44737.0,114.0,简装,510.0
万菱new寓,45852.0,67.61,其他,310.01
御景湾,111431.0,118.46,精装,1320.01
润恒尚园,77378.0,76.25,精装,590.01
桃源居十二区,50621.0,104.7,精装,530.0
中信湾上六座,67635.0,121.24,精装,820.01
财富港大厦,74194.0,62.0,简装,460.0
豪业华庭,69478.0,126.66,精装,880.01
泰华阳光海小区,89255.0,141.17,精装,1260.01
恒丰工业城,34966.0,28.6,其他,100.0
康达尔山海上城,68922.0,108.82,精装,750.01
碧涛阁,49048.0,105.0,其他,515.0
丽晶国际,94550.0,89.9,精装,850.0
泰安花园,56366.0,91.9,其他,518.0
合正汇一城,78806.0,83.75,简装,660.0
领翔华府,64972.0,88.5,精装,575.0
碧海富通城五期,72849.0,131.78,精装,960.0
万象新天,81975.0,65.63,精装,538.0
翠景居,50690.0,84.83,精装,430.0
西城雅筑,105717.0,66.12,精装,699.0
泰华锦绣城,57786.0,82.2,简装,475.0
广兴源圣拿威,72973.0,135.12,精装,986.01
泰华阳光海小区,88158.0,102.09,精装,900.01
万象新天,75904.0,83.0,其他,630.0
深业新岸线一期,100994.0,123.77,精装,1250.0
中熙香缤山,76865.0,79.36,其他,610.0
登科花园,65766.0,54.74,其他,360.0
幸福珺湾,62952.0,134.23,精装,845.0
福永花苑,50432.0,59.09,精装,298.0
富通蟠龙居,63394.0,67.83,精装,430.0
桃源居六区,58432.0,85.57,其他,500.0
碧海富通城三期,75923.0,142.25,其他,1080.0
碧海富通城三期,93114.0,56.92,简装,530.0
碧海名园,66982.0,95.25,其他,638.0
华侨城四海云亭,53020.0,77.33,其他,410.0
豪业华庭,58461.0,153.78,其他,899.01
富通蟠龙居,61920.0,67.83,精装,420.0
鸿荣源·壹方中心|玖誉,158938.0,176.17,精装,2800.01
畔山御景花园,45096.0,88.7,精装,400.0
万象新天,78847.0,81.17,精装,640.0
泰华明珠,56498.0,102.66,其他,580.01
合正汇一城,50555.0,51.43,其他,260.0
深业新岸线一期,107160.0,175.44,其他,1880.02
流塘阳光花园,45046.0,46.62,其他,210.0
碧海富通城三期,78145.0,40.31,精装,315.0
景富苑,51625.0,115.45,其他,596.01
桃源居一区,53911.0,109.07,其他,588.01
有福楼,43484.0,83.94,其他,365.0
财富港大厦,54862.0,92.05,精装,505.0
弘雅花园雅兰亭四期,58611.0,80.19,简装,470.0
幸福港湾一期,79054.0,89.18,精装,705.0
双龙花园,41195.0,33.5,其他,138.0
碧海富通城四期,79875.0,82.63,其他,660.01
合正汇一城,42747.0,43.98,其他,188.0
深业新岸线二期,87152.0,146.87,其他,1280.0
润恒尚园,80747.0,79.26,其他,640.0
中信领航,64920.0,83.18,其他,540.0
新安湖花园,60231.0,69.4,其他,418.0
中信湾上六座,84176.0,89.1,其他,750.01
宝城花园,45707.0,102.83,简装,470.01
花样年花乡,114491.0,27.95,其他,320.0
白金时代,94514.0,43.38,其他,410.0
金石雅苑,47077.0,106.21,精装,500.0
前海银鸿,98271.0,50.88,精装,500.0
西城丰和,64645.0,98.23,简装,635.01
鸿荣源·壹方中心|玖誉,148252.0,129.51,精装,1920.01
流塘阳光花园,52048.0,44.19,精装,230.0
流塘阳光花园,42901.0,46.62,精装,200.0
桃源居十七区,42709.0,159.22,简装,680.01
鸿荣源·壹方中心|玖誉,150556.0,129.52,精装,1950.0
玖悦,84952.0,103.0,精装,875.01
碧海君庭,88476.0,88.16,其他,780.0
领航城领秀花园,66741.0,89.9,精装,600.0
名城花园,46616.0,78.3,简装,365.0
领航城领尚花园,66757.0,51.68,其他,345.0
碧海君庭,84641.0,88.61,毛坯,750.0
佳华名苑,91692.0,61.62,精装,565.01
前海银鸿,70797.0,45.2,简装,320.0
花样年花乡,104305.0,37.87,简装,395.0
广兴源圣拿威,95052.0,33.14,精装,315.0
富通好旺角一期,122709.0,35.45,精装,435.0
永利大厦,37281.0,101.93,精装,380.01
中熙香莎公馆,56180.0,89.0,精装,500.0
新城花园,57143.0,70.0,精装,400.0
集信名城,39902.0,137.84,精装,550.01
玖悦,83294.0,105.05,其他,875.0
康达尔山海上城二期,69306.0,89.17,精装,618.0
康达尔山海上城二期,72403.0,82.87,精装,600.0
第五大道高发西岸花园三期,103411.0,162.46,精装,1680.02
君成雍和园,81018.0,88.87,精装,720.01
宏发世纪城一期,47207.0,91.09,精装,430.01
安源居,48193.0,78.85,精装,380.0
凤凰花苑,47314.0,88.77,精装,420.01
雅景居,57866.0,89.0,其他,515.01
拾悦城,60584.0,80.88,精装,490.0
兴达华府,65746.0,51.41,精装,338.0
华侨城四海云亭,49872.0,89.23,精装,445.01
东江豪苑,50114.0,149.66,精装,750.01
桃源居二区,48485.0,154.69,精装,750.01
桃源居十六区,55000.0,120.0,精装,660.0
万象中心,45301.0,44.15,其他,200.0
松茂御龙湾,84176.0,89.1,精装,750.01
碧涛苑,54289.0,92.1,精装,500.0
福永龙腾阁,45334.0,101.47,精装,460.0
宏发君域,48327.0,84.84,其他,410.01
满京华云著一期,50126.0,83.79,精装,420.01
康达尔山海上城二期,69981.0,82.88,精装,580.0
金海华府,72867.0,80.97,精装,590.0
凤凰花苑,50404.0,89.28,精装,450.01
碧海君庭,87327.0,89.32,精装,780.0
康达尔山海上城二期,70787.0,89.0,其他,630.0
富盈门,64927.0,72.39,其他,470.01
华联城市全景壹号,62371.0,48.1,精装,300.0
福安大厦,38750.0,72.0,精装,279.0
前海银鸿,78300.0,44.7,精装,350.0
万骏汇商务公寓,34147.0,41.0,精装,140.0
宝创红禧公馆,51328.0,56.5,毛坯,290.0
华盛盛荟,48215.0,56.0,精装,270.0
招商华侨城曦城六期,105933.0,236.0,毛坯,2500.02
宏发前城,96165.0,87.87,毛坯,845.0
华侨城四海云亭,47966.0,89.23,毛坯,428.0
拾悦城,57686.0,86.33,精装,498.0
西岸观邸,134814.0,81.52,简装,1099.0
双龙花园,46262.0,42.8,简装,198.0
福城·前海新纪元,68103.0,86.34,精装,588.0
玖悦,87000.0,81.61,精装,710.01
鸣乐中心,56123.0,39.2,精装,220.0
福城·前海新纪元,68659.0,34.81,精装,239.0
中海西岸华府北区,38418.0,95.79,简装,368.01
碧海君庭,81731.0,87.85,精装,718.01
城市峰尚,69880.0,83.0,精装,580.0
领航城领尚花园,73077.0,52.0,精装,380.0
松茂御龙湾,77155.0,129.61,精装,1000.01
领航城领尚花园,62887.0,51.68,精装,325.0
幸福珺湾,85992.0,63.96,精装,550.0
碧海富通城五期,74190.0,44.75,精装,332.0
碧海湾花园,66138.0,75.6,精装,500.0
同和悦园,48491.0,82.49,毛坯,400.0
都市翠海华苑,123270.0,52.73,精装,650.0
福中福花园一期,55346.0,74.08,其他,410.0
华联城市全景壹号,72891.0,51.31,其他,374.0
华联城市全景壹号,74782.0,48.1,其他,359.7
华联城市全景壹号,87111.0,48.1,其他,419.0
金达花园,49744.0,68.35,精装,340.0
鸿昌花园,58169.0,80.8,精装,470.01
华联城市全景壹号,76602.0,54.02,其他,413.8
青春庭园,69724.0,37.29,其他,260.0
鸿隆广场,74689.0,48.2,其他,360.0
时代景苑,46642.0,42.88,精装,200.0
华联城市全景壹号,73166.0,48.11,其他,352.0
白金假日公寓,92937.0,40.35,精装,375.0
招商果岭花园,78410.0,71.42,其他,560.0
幸福珺湾,90682.0,63.96,其他,580.0
玖悦,86585.0,105.1,精装,910.01
华丰前海湾,96269.0,176.59,精装,1700.01
桃源居二区,46987.0,195.8,精装,920.01
中信领航,66686.0,142.46,精装,950.01
第五大道高发西岸花园三期,144470.0,297.64,毛坯,4300.01
东江豪苑,43432.0,149.66,精装,650.0
海雅缤纷城,79749.0,117.87,精装,940.0
泰华阳光海小区,105562.0,151.57,毛坯,1600.0
松河瑞园二期,43479.0,92.0,其他,400.01
畔山御景花园,48296.0,88.0,精装,425.0
中熙香莎公馆,57304.0,89.0,其他,510.01
天福华府,47905.0,125.25,毛坯,600.01
熙龙湾一期,136854.0,248.44,精装,3400.0
嘉华花园西区,52474.0,66.7,其他,350.0
财富港大厦,95171.0,42.03,精装,400.0
半岛明苑,64760.0,66.4,精装,430.01
招商果岭花园,72340.0,76.03,精装,550.0
福中福花园一期,49855.0,123.36,简装,615.01
中粮幸福花园,85377.0,59.15,其他,505.0
天骄世家,60753.0,76.54,简装,465.0
中粮澜山,74453.0,295.49,毛坯,2200.01
招商华侨城曦城六期,74990.0,220.03,毛坯,1650.0
新世界名镌,85847.0,215.5,毛坯,1850.0
新世界名镌,80878.0,222.56,毛坯,1800.02
深业新岸线一期,96828.0,175.57,精装,1700.01
新世界名镌,72862.0,216.85,毛坯,1580.01
新世界名镌,86693.0,184.56,毛坯,1600.01
新世界名镌,77625.0,257.65,毛坯,2000.01
丽景城,69568.0,97.46,精装,678.01
海滨城广场,50848.0,236.0,简装,1200.01
熙龙湾一期,141493.0,254.43,精装,3600.01
香缤广场,55029.0,178.09,简装,980.01
万菱new寓,42611.0,48.11,精装,205.0
御龙居,62975.0,238.19,精装,1500.0
海语西湾,82645.0,139.15,精装,1150.01
桃源居五区,50185.0,278.97,精装,1400.01
新锦安雅园三期,60524.0,198.27,精装,1200.01
桃源居六区,55870.0,171.83,精装,960.01
翠湖花园,41977.0,134.6,简装,565.01
中粮鸿云,61580.0,178.63,精装,1100.0
锦欣花园,48050.0,156.09,简装,750.01
第五大道高发西岸花园一期,100226.0,279.37,简装,2800.01
招商华侨城曦城一二期,95506.0,356.0,毛坯,3400.01
御龙居,53960.0,240.92,精装,1300.0
新世界名镌,69768.0,258.0,毛坯,1800.01
华侨城华寓,100041.0,97.96,精装,980.0
前海铂寓,55194.0,59.79,精装,330.0
新锦安雅园三期,73782.0,169.42,简装,1250.01
天骄世家,50990.0,147.09,精装,750.01
桃源居四区,57026.0,87.68,精装,500.0
桃源居十七区,53104.0,109.22,精装,580.0
桃源居十六区,50762.0,126.08,精装,640.01
华盛盛荟,50874.0,58.97,精装,300.0
泰华君逸世家,80395.0,186.58,简装,1500.01
锦明花园,61554.0,126.72,简装,780.01
第五大道高发西岸花园三期,97933.0,183.8,精装,1800.01
兴华花园,43314.0,92.35,精装,400.0
35区公路局宿舍,43449.0,103.57,精装,450.0
山语华庭,60589.0,140.29,简装,850.0
招商华侨城曦城三期,99762.0,330.79,毛坯,3300.03
幸福海岸二期,109230.0,256.34,毛坯,2800.0
洪福雅苑,48937.0,165.52,精装,810.01
中海九号公馆二期,103613.0,178.55,精装,1850.01
招商华侨城曦城三期,93718.0,330.78,毛坯,3100.0
富通V都会,44405.0,67.56,精装,300.0
新世界名镌,123494.0,404.88,毛坯,5000.03
招商华侨城曦城六期,69298.0,230.89,其他,1600.02
招商华侨城曦城五期,136624.0,607.51,毛坯,8300.04
招商华侨城曦城五期,164754.0,364.18,其他,6000.01
新世界名镌,100145.0,339.51,其他,3400.02
万象新天,82078.0,96.86,精装,795.01
招商华侨城曦城五期,163556.0,385.19,毛坯,6300.01
新世界名镌,68422.0,248.46,毛坯,1700.01
招商华侨城曦城一二期,89148.0,336.52,毛坯,3000.01
招商华侨城曦城一二期,95668.0,332.4,毛坯,3180.0
招商华侨城曦城一二期,105257.0,304.02,毛坯,3200.02
招商华侨城曦城一二期,100631.0,258.37,毛坯,2600.0
招商华侨城曦城一二期,160000.0,362.5,毛坯,5800.0
招商华侨城曦城一二期,125611.0,358.25,精装,4500.01
招商华侨城曦城三期,136794.0,255.86,毛坯,3500.01
新世界名镌,102773.0,408.67,毛坯,4200.02
中海九号公馆一期,147228.0,244.52,毛坯,3600.02
中洲中央公寓,82645.0,145.2,精装,1200.01
中洲中央公寓,65149.0,176.52,精装,1150.01
流塘阳光花园,49052.0,76.45,精装,375.0
欣荣苑,46729.0,79.18,精装,370.0
达海花园,70847.0,107.98,精装,765.01
熙龙湾一期,151202.0,251.32,精装,3800.01
石鸿融景园,56576.0,137.87,精装,780.01
鸿荣源·壹方中心|玖誉,161443.0,179.63,精装,2900.0
深业新岸线三期,85243.0,334.34,毛坯,2850.01
桃源居七区,42716.0,236.45,精装,1010.02
万象新天,76145.0,99.81,简装,760.0
招商华侨城曦城三期,105782.0,330.87,毛坯,3500.01
富盈门,51729.0,183.65,简装,950.0
新世界名镌,99328.0,352.37,毛坯,3500.02
理想居,59576.0,97.02,精装,578.01
招商华侨城曦城四期,117814.0,254.64,毛坯,3000.02
西荟城一期,50491.0,141.61,精装,715.0
桂景园,42521.0,194.73,精装,828.01
中海九号公馆三期,131503.0,188.59,毛坯,2480.02
中海九号公馆一期,123763.0,202.0,毛坯,2500.01
松河瑞园二期,36336.0,90.82,简装,330.0
招商华侨城曦城一二期,91844.0,283.09,毛坯,2600.01
中粮锦云,45682.0,58.01,其他,265.0
招商华侨城曦城一二期,98440.0,262.09,精装,2580.01
中信湾上六座,65147.0,156.57,简装,1020.01
富通蟠龙居,51355.0,112.94,精装,580.0
新宝苑,62692.0,127.61,精装,800.01
招商华侨城曦城一二期,120690.0,232.0,简装,2800.01
黄金大厦,57570.0,199.41,简装,1148.0
鸿昌花园,52761.0,126.61,精装,668.01
怡翠花园,45239.0,84.0,简装,380.01
中粮锦云,65334.0,150.0,其他,980.01
新锦安雅园一期,69378.0,125.4,简装,870.0
西城上筑花园,100890.0,109.03,精装,1100.0
安华35区商住楼,63907.0,75.11,简装,480.01
新世界名镌,89260.0,201.66,毛坯,1800.02
宝豪华庭,64644.0,106.43,精装,688.01
万象中心,45301.0,44.15,精装,200.0
桃源居十五区,53860.0,106.76,精装,575.01
招商华侨城曦城一二期,107952.0,217.69,毛坯,2350.01
幸福海岸三期,98269.0,132.29,精装,1300.0
海湾明珠,69438.0,102.25,简装,710.0
华侨城四海云亭,51172.0,87.94,精装,450.01
